Cycle start time,Cycle end time,Cycle timezone,Question text,Answered yes,Notes
2025-11-18 22:30:38,2025-11-20 01:00:07,UTC-05:00,Spent time in a hot tub?,true,"☀️ Had a really good interview with Afshin of Synseer and a nice quick morning workout at home. Had good vibes at the office. Enjoyed Pilates and contrast therapy with Sam and Elle.
☁️ Wasted time driving to Sevan’s when it was closed. Felt stressed / icky about the hiring process and how I will handle it.
🎯 Gym and prep well for Terra interview. Make solid progress on brain-age 2.0. Make pita."
2025-11-18 22:30:38,2025-11-20 01:00:07,UTC-05:00,Consumed caffeine?,true,"☀️ Had a really good interview with Afshin of Synseer and a nice quick morning workout at home. Had good vibes at the office. Enjoyed Pilates and contrast therapy with Sam and Elle.
☁️ Wasted time driving to Sevan’s when it was closed. Felt stressed / icky about the hiring process and how I will handle it.
🎯 Gym and prep well for Terra interview. Make solid progress on brain-age 2.0. Make pita."
2025-11-18 22:30:38,2025-11-20 01:00:07,UTC-05:00,Felt nervous or anxious?,true,"☀️ Had a really good interview with Afshin of Synseer and a nice quick morning workout at home. Had good vibes at the office. Enjoyed Pilates and contrast therapy with Sam and Elle.
☁️ Wasted time driving to Sevan’s when it was closed. Felt stressed / icky about the hiring process and how I will handle it.
🎯 Gym and prep well for Terra interview. Make solid progress on brain-age 2.0. Make pita."
2025-11-18 22:30:38,2025-11-20 01:00:07,UTC-05:00,Connected with family and/or friends?,true,"☀️ Had a really good interview with Afshin of Synseer and a nice quick morning workout at home. Had good vibes at the office. Enjoyed Pilates and contrast therapy with Sam and Elle.
☁️ Wasted time driving to Sevan’s when it was closed. Felt stressed / icky about the hiring process and how I will handle it.
🎯 Gym and prep well for Terra interview. Make solid progress on brain-age 2.0. Make pita."
2025-11-18 22:30:38,2025-11-20 01:00:07,UTC-05:00,Felt Irritable?,false,"☀️ Had a really good interview with Afshin of Synseer and a nice quick morning workout at home. Had good vibes at the office. Enjoyed Pilates and contrast therapy with Sam and Elle.
☁️ Wasted time driving to Sevan’s when it was closed. Felt stressed / icky about the hiring process and how I will handle it.
🎯 Gym and prep well for Terra interview. Make solid progress on brain-age 2.0. Make pita."
2025-11-18 22:30:38,2025-11-20 01:00:07,UTC-05:00,Consumed added sugar?,false,"☀️ Had a really good interview with Afshin of Synseer and a nice quick morning workout at home. Had good vibes at the office. Enjoyed Pilates and contrast therapy with Sam and Elle.
☁️ Wasted time driving to Sevan’s when it was closed. Felt stressed / icky about the hiring process and how I will handle it.
🎯 Gym and prep well for Terra interview. Make solid progress on brain-age 2.0. Make pita."
2025-11-18 22:30:38,2025-11-20 01:00:07,UTC-05:00,Avoided processed foods?,false,"☀️ Had a really good interview with Afshin of Synseer and a nice quick morning workout at home. Had good vibes at the office. Enjoyed Pilates and contrast therapy with Sam and Elle.
☁️ Wasted time driving to Sevan’s when it was closed. Felt stressed / icky about the hiring process and how I will handle it.
🎯 Gym and prep well for Terra interview. Make solid progress on brain-age 2.0. Make pita."
2025-11-18 22:30:38,2025-11-20 01:00:07,UTC-05:00,Felt a sense of purpose?,true,"☀️ Had a really good interview with Afshin of Synseer and a nice quick morning workout at home. Had good vibes at the office. Enjoyed Pilates and contrast therapy with Sam and Elle.
☁️ Wasted time driving to Sevan’s when it was closed. Felt stressed / icky about the hiring process and how I will handle it.
🎯 Gym and prep well for Terra interview. Make solid progress on brain-age 2.0. Make pita."
2025-11-18 22:30:38,2025-11-20 01:00:07,UTC-05:00,Masturbated?,false,"☀️ Had a really good interview with Afshin of Synseer and a nice quick morning workout at home. Had good vibes at the office. Enjoyed Pilates and contrast therapy with Sam and Elle.
☁️ Wasted time driving to Sevan’s when it was closed. Felt stressed / icky about the hiring process and how I will handle it.
🎯 Gym and prep well for Terra interview. Make solid progress on brain-age 2.0. Make pita."
2025-11-18 22:30:38,2025-11-20 01:00:07,UTC-05:00,Took an ice bath?,true,"☀️ Had a really good interview with Afshin of Synseer and a nice quick morning workout at home. Had good vibes at the office. Enjoyed Pilates and contrast therapy with Sam and Elle.
☁️ Wasted time driving to Sevan’s when it was closed. Felt stressed / icky about the hiring process and how I will handle it.
🎯 Gym and prep well for Terra interview. Make solid progress on brain-age 2.0. Make pita."
2025-11-18 22:30:38,2025-11-20 01:00:07,UTC-05:00,Took a melatonin supplement?,false,"☀️ Had a really good interview with Afshin of Synseer and a nice quick morning workout at home. Had good vibes at the office. Enjoyed Pilates and contrast therapy with Sam and Elle.
☁️ Wasted time driving to Sevan’s when it was closed. Felt stressed / icky about the hiring process and how I will handle it.
🎯 Gym and prep well for Terra interview. Make solid progress on brain-age 2.0. Make pita."
2025-11-18 22:30:38,2025-11-20 01:00:07,UTC-05:00,Meditated?,false,"☀️ Had a really good interview with Afshin of Synseer and a nice quick morning workout at home. Had good vibes at the office. Enjoyed Pilates and contrast therapy with Sam and Elle.
☁️ Wasted time driving to Sevan’s when it was closed. Felt stressed / icky about the hiring process and how I will handle it.
🎯 Gym and prep well for Terra interview. Make solid progress on brain-age 2.0. Make pita."
2025-11-16 23:55:30,2025-11-17 23:03:31,UTC-05:00,Consumed added sugar?,true,"☀️ a great cold plunge with Vitale and had a great breakfast and catch up about our transitions out of college and the challenges and our thoughts on leaving UVM before the national championship, then watched the game with Vitale Laney and Combe, then got coffee with Combe and vitality, then stopped by Spear Street and got to see Niels, Marcel, Yanni, CT, then stopped byEast Terrace to hang out with Caleb, and we caught up on some topics and his job search with beta, then went to 62 and got to see a lot of the guys before heading home. It was really really nice to see everyone, get to see UVM win the conference, and be back in that UVM community.
☁️ missed an opportunity to choose social courage and invite Laney to breakfast with me and Vitale when we saw her walking along. Had trouble finding conversation with John Luka, TJ, and some of my old UVM teammates because we just don’t have as much to talk about in terms of things that we have in common or are doing that together. ￼
🎯 make progress that I am proud of in demo, compiler or brain age, show up with curiosity in both my afternoon meetings, spend my drive back to Cambridge, productively by listening to the rest of the prof G book and or journaling about some of the things I talk to Vitale about ￼"
2025-11-16 23:55:30,2025-11-17 23:03:31,UTC-05:00,Faced challenges?,false,"☀️ a great cold plunge with Vitale and had a great breakfast and catch up about our transitions out of college and the challenges and our thoughts on leaving UVM before the national championship, then watched the game with Vitale Laney and Combe, then got coffee with Combe and vitality, then stopped by Spear Street and got to see Niels, Marcel, Yanni, CT, then stopped byEast Terrace to hang out with Caleb, and we caught up on some topics and his job search with beta, then went to 62 and got to see a lot of the guys before heading home. It was really really nice to see everyone, get to see UVM win the conference, and be back in that UVM community.
☁️ missed an opportunity to choose social courage and invite Laney to breakfast with me and Vitale when we saw her walking along. Had trouble finding conversation with John Luka, TJ, and some of my old UVM teammates because we just don’t have as much to talk about in terms of things that we have in common or are doing that together. ￼
🎯 make progress that I am proud of in demo, compiler or brain age, show up with curiosity in both my afternoon meetings, spend my drive back to Cambridge, productively by listening to the rest of the prof G book and or journaling about some of the things I talk to Vitale about ￼"
2025-11-16 23:55:30,2025-11-17 23:03:31,UTC-05:00,Consumed caffeine?,true,"☀️ a great cold plunge with Vitale and had a great breakfast and catch up about our transitions out of college and the challenges and our thoughts on leaving UVM before the national championship, then watched the game with Vitale Laney and Combe, then got coffee with Combe and vitality, then stopped by Spear Street and got to see Niels, Marcel, Yanni, CT, then stopped byEast Terrace to hang out with Caleb, and we caught up on some topics and his job search with beta, then went to 62 and got to see a lot of the guys before heading home. It was really really nice to see everyone, get to see UVM win the conference, and be back in that UVM community.
☁️ missed an opportunity to choose social courage and invite Laney to breakfast with me and Vitale when we saw her walking along. Had trouble finding conversation with John Luka, TJ, and some of my old UVM teammates because we just don’t have as much to talk about in terms of things that we have in common or are doing that together. ￼
🎯 make progress that I am proud of in demo, compiler or brain age, show up with curiosity in both my afternoon meetings, spend my drive back to Cambridge, productively by listening to the rest of the prof G book and or journaling about some of the things I talk to Vitale about ￼"
2025-11-16 23:55:30,2025-11-17 23:03:31,UTC-05:00,Avoided processed foods?,false,"☀️ a great cold plunge with Vitale and had a great breakfast and catch up about our transitions out of college and the challenges and our thoughts on leaving UVM before the national championship, then watched the game with Vitale Laney and Combe, then got coffee with Combe and vitality, then stopped by Spear Street and got to see Niels, Marcel, Yanni, CT, then stopped byEast Terrace to hang out with Caleb, and we caught up on some topics and his job search with beta, then went to 62 and got to see a lot of the guys before heading home. It was really really nice to see everyone, get to see UVM win the conference, and be back in that UVM community.
☁️ missed an opportunity to choose social courage and invite Laney to breakfast with me and Vitale when we saw her walking along. Had trouble finding conversation with John Luka, TJ, and some of my old UVM teammates because we just don’t have as much to talk about in terms of things that we have in common or are doing that together. ￼
🎯 make progress that I am proud of in demo, compiler or brain age, show up with curiosity in both my afternoon meetings, spend my drive back to Cambridge, productively by listening to the rest of the prof G book and or journaling about some of the things I talk to Vitale about ￼"
